snapshot_id,snapshot_date,variant,horizon_bdays,path_id,lme_cash_logret,usdinr_logret,freight_logret,pnl_inr
ATH_PLUS_1,2022-03-08,normal_window,10,0,-0.071203538436,-0.007771242502,-0.016985466046,-33084789.55
ATH_PLUS_1,2022-03-08,normal_window,10,1,-0.026066133809,-0.003909327346,-0.027558322592,-11990890.22
ATH_PLUS_1,2022-03-08,normal_window,10,2,0.06922979986,-0.002914667948,0.002043504344,34986932.57
ATH_PLUS_1,2022-03-08,normal_window,10,3,-0.119504965488,-0.005951596711,0.027487583416,-55489848.17
ATH_PLUS_1,2022-03-08,normal_window,10,4,-0.107399040171,0.002873983908,0.029507228561,-50697942.74
ATH_PLUS_1,2022-03-08,normal_window,10,5,-0.034435057946,0.006456943627,0.046716784813,-17717671.4
ATH_PLUS_1,2022-03-08,normal_window,10,6,-0.071983545634,-0.003118250401,0.000420960457,-33953758.66
ATH_PLUS_1,2022-03-08,normal_window,10,7,-0.006242896146,-0.020206956106,0.003399308771,-3095639.12
ATH_PLUS_1,2022-03-08,normal_window,10,8,-0.004238487455,0.008913140537,0.009533416889,-2282930.8
ATH_PLUS_1,2022-03-08,normal_window,10,9,0.023543928858,0.004850409362,-0.012919322956,12018843.67
ATH_PLUS_1,2022-03-08,normal_window,10,10,0.050140294871,0.001212698144,-0.029152840193,25852460.08
ATH_PLUS_1,2022-03-08,normal_window,10,11,-0.136709705091,0.001483317407,0.006854812565,-62872182.96
ATH_PLUS_1,2022-03-08,normal_window,10,12,-0.040983444401,0.00727424594,-0.023968807525,-19304483.56
ATH_PLUS_1,2022-03-08,normal_window,10,13,0.080185135878,-3.3552217e-05,0.006096527934,40792440.1
ATH_PLUS_1,2022-03-08,normal_window,10,14,-0.054304705356,-0.00152955603,-0.007944216048,-25703755.81
ATH_PLUS_1,2022-03-08,normal_window,10,15,0.005314065785,-0.01512601175,0.006789042536,2403146.35
ATH_PLUS_1,2022-03-08,normal_window,10,16,-0.02575539732,-0.012310650163,0.007349735291,-12488269.25
ATH_PLUS_1,2022-03-08,normal_window,10,17,-0.121895577803,0.011518413518,-0.004139634413,-56795812.29
ATH_PLUS_1,2022-03-08,normal_window,10,18,0.005444638894,0.018084560681,-0.045154157609,3717755.08
ATH_PLUS_1,2022-03-08,normal_window,10,19,0.045766530139,-0.003791744668,-0.021470099076,23314444.91
ATH_PLUS_1,2022-03-08,normal_window,10,20,0.001436445605,-0.007252161285,0.012767228774,414300.58
ATH_PLUS_1,2022-03-08,normal_window,10,21,0.101303861081,-0.004480641922,-0.026539608282,52576343.6
ATH_PLUS_1,2022-03-08,normal_window,10,22,0.103785073829,-0.004490371579,-0.020852589445,53799171.56
ATH_PLUS_1,2022-03-08,normal_window,10,23,0.011650258871,0.01152312036,-0.004405227208,5925928.55
ATH_PLUS_1,2022-03-08,normal_window,10,24,-0.183270106253,0.002622501397,-0.013400067799,-82010898.3
ATH_PLUS_1,2022-03-08,normal_window,10,25,-0.067125061032,0.002799741163,0.009998645628,-32123638.36
ATH_PLUS_1,2022-03-08,normal_window,10,26,-0.089802803933,0.003918422525,-0.003761358636,-42179423.97
ATH_PLUS_1,2022-03-08,normal_window,10,27,-0.052895435707,-0.004796550633,0.040949639084,-26031682.36
ATH_PLUS_1,2022-03-08,normal_window,10,28,0.12980691479,-0.000518881515,0.045456093818,66914295.01
ATH_PLUS_1,2022-03-08,normal_window,10,29,-0.025423734378,-0.005612873571,-0.007469714343,-12087924.88
ATH_PLUS_1,2022-03-08,normal_window,10,30,0.054182755807,0.000310990289,-0.025628992791,27842592.09
ATH_PLUS_1,2022-03-08,normal_window,10,31,0.027124238086,0.000650168266,-0.006657224632,13629766.98
ATH_PLUS_1,2022-03-08,normal_window,10,32,0.021472277296,-0.004806228108,0.015192554494,10254221.25
ATH_PLUS_1,2022-03-08,normal_window,10,33,0.071064672147,-0.017642870387,-0.017339214462,35802043.78
ATH_PLUS_1,2022-03-08,normal_window,10,34,-0.063706421966,-0.010026830396,-0.01974874248,-29555721.04
ATH_PLUS_1,2022-03-08,normal_window,10,35,0.085859313529,-0.002789404427,-0.017561663941,44190696.84
ATH_PLUS_1,2022-03-08,normal_window,10,36,-0.141423121758,-0.006599853047,0.024920381438,-64767083.42
ATH_PLUS_1,2022-03-08,normal_window,10,37,0.077627440395,-0.001885769004,-0.012463235975,39754410.33
ATH_PLUS_1,2022-03-08,normal_window,10,38,-0.118733608011,0.006532756271,0.037734482865,-56055145.49
ATH_PLUS_1,2022-03-08,normal_window,10,39,0.055270193396,0.004464067267,0.017354386249,27611901.44
ATH_PLUS_1,2022-03-08,normal_window,10,40,-0.019157690133,-0.003330139739,0.014218577292,-9581454.66
ATH_PLUS_1,2022-03-08,normal_window,10,41,0.003113764731,0.001414330123,-0.006491752979,1671859.51
ATH_PLUS_1,2022-03-08,normal_window,10,42,0.029729928192,0.000464738632,0.012043665676,14540553.75
ATH_PLUS_1,2022-03-08,normal_window,10,43,0.066827703837,0.003103461762,0.019788315058,33559564.63
ATH_PLUS_1,2022-03-08,normal_window,10,44,0.129348878596,0.000163381802,0.047229774666,66665793.36
ATH_PLUS_1,2022-03-08,normal_window,10,45,-0.001989777385,0.006574012976,0.012824497397,-1247156.74
ATH_PLUS_1,2022-03-08,normal_window,10,46,-0.000217822629,0.01013663359,0.017688185812,-475608.32
ATH_PLUS_1,2022-03-08,normal_window,10,47,0.103550819615,-0.003114738098,0.009413643622,53107234.99
ATH_PLUS_1,2022-03-08,normal_window,10,48,-0.085941172404,-0.004555654877,0.02156006894,-40656043.21
ATH_PLUS_1,2022-03-08,normal_window,10,49,0.070709909865,0.006472040214,0.005058727075,36051288.08
ATH_PLUS_1,2022-03-08,normal_window,10,50,-0.040250965357,-0.00107863855,0.018142306814,-19710719.85
ATH_PLUS_1,2022-03-08,normal_window,10,51,0.058869177416,-0.002311816634,-0.020279061687,30078806.3
ATH_PLUS_1,2022-03-08,normal_window,10,52,-0.038146189036,-0.008827035681,0.022172355064,-18675743.64
ATH_PLUS_1,2022-03-08,normal_window,10,53,0.117852268171,-0.001187152232,-0.027489675258,61815847.62
ATH_PLUS_1,2022-03-08,normal_window,10,54,0.09524768228,0.00046555291,-0.026059864295,49558879.26
ATH_PLUS_1,2022-03-08,normal_window,10,55,-0.006504761609,-0.003082091033,0.020411401231,-3613267.38
ATH_PLUS_1,2022-03-08,normal_window,10,56,-0.030440900011,-0.00220125694,0.018019172655,-15056291.74
ATH_PLUS_1,2022-03-08,normal_window,10,57,-0.030227299498,-0.011282032817,-0.032318312044,-13778776.21
ATH_PLUS_1,2022-03-08,normal_window,10,58,0.088654654054,-0.000571648902,0.029095867683,44784184.49
ATH_PLUS_1,2022-03-08,normal_window,10,59,-0.053775352913,0.011745688106,0.000500966358,-25957368.01
