date,in_window,trade_id,leg_id,new_deal,lme_flat,cross_exchange_basis,grade_spread,freight,fx,demurrage_penalty,roll_term_structure,daily_pnl_inr
2022-03-08,True,T01,BILL_COMMISSION:L1,-182216.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182216.99
2022-03-08,True,T01,BILL_COMMISSION:L2,-182318.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182318.8
2022-03-08,True,T01,BILL_COMMISSION:L3,-182369.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182369.7
2022-03-08,True,T01,DUTY:L1,-4336415.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4336415.06
2022-03-08,True,T01,DUTY:L2,-4336415.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4336415.06
2022-03-08,True,T01,DUTY:L3,-4336415.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4336415.06
2022-03-08,True,T01,FREIGHT:L1,-6927023.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6927023.07
2022-03-08,True,T01,FREIGHT:L2,-6931520.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6931520.88
2022-03-08,True,T01,FREIGHT:L3,-6932163.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6932163.37
2022-03-08,True,T01,FX:T01-FX-1,-196560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196560.0
2022-03-08,True,T01,FX:T01-FX-2,-196560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196560.0
2022-03-08,True,T01,FX:T01-FX-3,-196560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-196560.0
2022-03-08,True,T01,INSURANCE:L1,-174514.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174514.09
2022-03-08,True,T01,INSURANCE:L2,-174611.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174611.67
2022-03-08,True,T01,INSURANCE:L3,-174660.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174660.45
2022-03-08,True,T01,INVENTORY:L1,166345366.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166345366.35
2022-03-08,True,T01,INVENTORY:L2,166345366.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166345366.35
2022-03-08,True,T01,INVENTORY:L3,166345366.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166345366.35
2022-03-08,True,T01,PORT:L1,-2226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2226000.0
2022-03-08,True,T01,PORT:L2,-2226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2226000.0
2022-03-08,True,T01,PORT:L3,-2226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2226000.0
2022-03-08,True,T01,PURCHASE:L1,-151847494.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151847494.06
2022-03-08,True,T01,PURCHASE:L2,-151932332.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151932332.35
2022-03-08,True,T01,PURCHASE:L3,-151974747.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151974747.62
2022-03-09,True,T01,BILL_COMMISSION:L1,0.0,0.0,0.0,0.0,0.0,1074.84,0.0,19.56,1094.4
2022-03-09,True,T01,BILL_COMMISSION:L2,0.0,0.0,0.0,0.0,0.0,1075.44,0.0,20.15,1095.6
2022-03-09,True,T01,BILL_COMMISSION:L3,0.0,0.0,0.0,0.0,0.0,1075.74,0.0,20.45,1096.2
2022-03-09,True,T01,FREIGHT:L1,0.0,0.0,0.0,0.0,0.0,40860.36,0.0,869.67,41730.03
2022-03-09,True,T01,FREIGHT:L2,0.0,0.0,0.0,0.0,0.0,40886.9,0.0,896.21,41783.11
2022-03-09,True,T01,FREIGHT:L3,0.0,0.0,0.0,0.0,0.0,40890.69,0.0,900.01,41790.7
2022-03-09,True,T01,FX:T01-FX-1,0.0,0.0,0.0,0.0,0.0,-895701.37,0.0,-16298.08,-911999.45
2022-03-09,True,T01,FX:T01-FX-2,0.0,0.0,0.0,0.0,0.0,-896201.8,0.0,-16795.68,-912997.48
2022-03-09,True,T01,FX:T01-FX-3,0.0,0.0,0.0,0.0,0.0,-896452.0,0.0,-17044.66,-913496.66
2022-03-09,True,T01,INSURANCE:L1,0.0,0.0,0.0,0.0,0.0,1029.4,0.0,18.08,1047.48
2022-03-09,True,T01,INSURANCE:L2,0.0,0.0,0.0,0.0,0.0,1029.98,0.0,18.65,1048.63
2022-03-09,True,T01,INSURANCE:L3,0.0,0.0,0.0,0.0,0.0,1030.27,0.0,18.93,1049.2
2022-03-09,True,T01,INVENTORY:L1,0.0,1470352.68,0.0,-583568.65,0.0,-947475.07,0.0,-580790.49,-641481.53
2022-03-09,True,T01,INVENTORY:L2,0.0,1470352.68,0.0,-583568.65,0.0,-947475.07,0.0,-580790.49,-641481.53
2022-03-09,True,T01,INVENTORY:L3,0.0,1470352.68,0.0,-583568.65,0.0,-947475.07,0.0,-580790.49,-641481.53
2022-03-09,True,T01,MCX:T01-MCX-1,-184975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184975.0
2022-03-09,True,T01,MCX:T01-MCX-2,-92487.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92487.5
2022-03-09,True,T01,PURCHASE:L1,0.0,0.0,0.0,0.0,0.0,895701.37,0.0,16298.08,911999.45
2022-03-09,True,T01,PURCHASE:L2,0.0,0.0,0.0,0.0,0.0,896201.8,0.0,16795.68,912997.48
2022-03-09,True,T01,PURCHASE:L3,0.0,0.0,0.0,0.0,0.0,896452.0,0.0,17044.66,913496.66
2022-03-10,True,T01,BILL_COMMISSION:L1,0.0,0.0,0.0,0.0,0.0,624.03,0.0,16.71,640.74
2022-03-10,True,T01,BILL_COMMISSION:L2,0.0,0.0,0.0,0.0,0.0,624.37,0.0,16.71,641.08
2022-03-10,True,T01,BILL_COMMISSION:L3,0.0,0.0,0.0,0.0,0.0,624.55,0.0,16.71,641.25
2022-03-10,True,T01,DUTY:L1,0.0,0.0,0.0,0.0,2020.72,0.0,0.0,0.0,2020.72
2022-03-10,True,T01,DUTY:L2,0.0,0.0,0.0,0.0,2020.72,0.0,0.0,0.0,2020.72
2022-03-10,True,T01,DUTY:L3,0.0,0.0,0.0,0.0,2020.72,0.0,0.0,0.0,2020.72
2022-03-10,True,T01,FREIGHT:L1,0.0,0.0,0.0,0.0,73764.06,23467.95,0.0,626.05,97858.06
2022-03-10,True,T01,FREIGHT:L2,0.0,0.0,0.0,0.0,73811.68,23483.1,0.0,625.96,97920.73
2022-03-10,True,T01,FREIGHT:L3,0.0,0.0,0.0,0.0,73818.48,23485.26,0.0,625.94,97929.68
2022-03-10,True,T01,FUNDING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11134.51,-11134.51
2022-03-10,True,T01,FX:T01-FX-1,0.0,0.0,0.0,0.0,0.0,-520022.16,0.0,-13926.27,-533948.43
2022-03-10,True,T01,FX:T01-FX-2,0.0,0.0,0.0,0.0,0.0,-520311.01,0.0,-13924.49,-534235.5
2022-03-10,True,T01,FX:T01-FX-3,0.0,0.0,0.0,0.0,0.0,-520455.43,0.0,-13923.6,-534379.02
2022-03-10,True,T01,INSURANCE:L1,0.0,0.0,0.0,0.0,80.83,597.37,0.0,16.01,694.21
2022-03-10,True,T01,INSURANCE:L2,0.0,0.0,0.0,0.0,80.88,597.7,0.0,16.01,694.59
2022-03-10,True,T01,INSURANCE:L3,0.0,0.0,0.0,0.0,80.9,597.87,0.0,16.01,694.78
2022-03-10,True,T01,INVENTORY:L1,0.0,138736.54,0.0,-578654.38,0.0,-546717.09,0.0,-321492.02,-1308126.94
2022-03-10,True,T01,INVENTORY:L2,0.0,138736.54,0.0,-578654.38,0.0,-546717.09,0.0,-321492.02,-1308126.94
2022-03-10,True,T01,INVENTORY:L3,0.0,138736.54,0.0,-578654.38,0.0,-546717.09,0.0,-321492.02,-1308126.94
2022-03-10,True,T01,MCX:T01-MCX-1,0.0,-250135.88,10657825.76,0.0,0.0,1015487.58,0.0,26822.54,11450000.0
2022-03-10,True,T01,MCX:T01-MCX-2,0.0,-125067.94,5328912.88,0.0,0.0,507743.79,0.0,13411.27,5725000.0
2022-03-10,True,T01,PURCHASE:L1,0.0,0.0,0.0,0.0,0.0,520022.16,0.0,13926.27,533948.43
2022-03-10,True,T01,PURCHASE:L2,0.0,0.0,0.0,0.0,0.0,520311.01,0.0,13924.49,534235.5
2022-03-10,True,T01,PURCHASE:L3,0.0,0.0,0.0,0.0,0.0,520455.43,0.0,13923.6,534379.02
2022-03-11,True,T01,BILL_COMMISSION:L1,0.0,0.0,0.0,0.0,0.0,-210.67,0.0,17.96,-192.71
2022-03-11,True,T01,BILL_COMMISSION:L2,0.0,0.0,0.0,0.0,0.0,-210.79,0.0,18.25,-192.53
2022-03-11,True,T01,BILL_COMMISSION:L3,0.0,0.0,0.0,0.0,0.0,-210.84,0.0,18.4,-192.44
2022-03-11,True,T01,FREIGHT:L1,0.0,0.0,0.0,0.0,0.0,-7922.7,0.0,735.85,-7186.85
2022-03-11,True,T01,FREIGHT:L2,0.0,0.0,0.0,0.0,0.0,-7927.82,0.0,748.77,-7179.05
2022-03-11,True,T01,FREIGHT:L3,0.0,0.0,0.0,0.0,0.0,-7928.55,0.0,750.61,-7177.93
